Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
281%,329%,52.01,121.22,19.1,0.5,127.28,0.02,0.49
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,, -   ,-7.93,0.42,-1.17,13.33,,
,, -   ,-110,0.8,-0.52,15.4,0.16,
,, -   ,67.63,1.17,-0.56,18.26,0.19,0.37
100%,,3.46,26.96,0.94,-0.21,14.29,-0.22,-0.07
84%,110%,5.56,22.43,0.89,0.11,10.32,-0.28,-0.43
120%,120%,2.89,31.22,1,0.93,11.55,0.12,-0.19
247%,203%,11.82,58,1.52,-0.99,17.4,0.51,0.69
463%,257%,10.79,44.87,2.3,-0.98,24.23,0.39,1.1
823%,267%,3.77,31.92,4.03,-0.4,36.39,0.5,1.09
,209%,1.45,27.54,4.88,-0.35,42.13,0.16,0.74
,223%,3.48,38.33,6.82,-0.63,58.64,0.39,0.61
,284%,1.35,56.54,10.95,-0.15,88.21,0.5,1.09
,184%,3.83,30.47,8.82,-0.27,70.08,-0.21,0.2
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
94%,206%,"6,357.17",9.63,26.81,-0.76,14.64,,
49%,120%,"12,429.66",10.03,14.34,-0.42,7.72,-0.47,
53%,96%,"10,076.70",-1.12,14.21,-1.39,7.51,-0.03,-0.49
46%,92%,"14,200.59",-4.88,14.85,13.4,6.73,-0.1,-0.13
17%,,"28,160.70",-0.35,5.16,-0.12,2.29,-0.66,-0.7
69%,100%,"4,969.60",11.63,33.37,-0.31,10,3.37,0.49
141%,112%,"4,472.36",10.11,63.43,-0.26,16.79,0.68,6.33
87%,42%,"6,787.92",2.18,41.06,-0.93,10.76,-0.36,0.08
144%,61%,"5,670.12",9.18,51.1,0.73,12.95,0.2,-0.23
176%,69%,"4,804.34",5.25,61.47,0.87,15.43,0.19,0.43
163%,105%,"4,975.42",50,62.14,1.17,15.5,0,0.2
113%,94%,"5,843.58",7.66,56.8,0.55,14.09,-0.09,-0.09
74%,109%,"7,407.64",6.69,47.84,0.82,12.04,-0.15,-0.22
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,,4.96,35.71,4.67,0.1,15.39,,
,,4.68,35.58,5.91,0.46,19.57,0.27,
,,5.79,27.18,5.43,0.33,17.94,-0.08,0.17
,,6.82,26.08,6.03,1.1,20.21,0.13,0.03
,129%,8.49,18.54,5.18,2.17,17.43,-0.14,-0.03
160%,151%,5.74,33.58,6.14,11.64,20.82,0.19,0.03
211%,202%,5.41,33.29,8.83,8.74,29.96,0.44,0.72
286%,262%,4.31,36.04,12.88,1.7,43.61,0.46,1.09
291%,230%,4.38,32.85,13.83,1.45,46.65,0.07,0.56
280%,206%,5.05,31.46,14.1,1.45,47.51,0.02,0.09
244%,180%,7.89,28.65,14.07,2.3,47.56,0,0.02
175%,124%,9.14,23.06,11.82,3.6,40.82,-0.14,-0.14
175%,134%,7.14,26.96,13.4,2.69,46.37,0.14,-0.03
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,0,,0,,
,,, -   ,0,,0,,
,,39.52,"2,662.00",63.14,0.48,26.62,,
,,20.13,91.08,139.19,1.09,54.65,1.05,
,,18.25,70.93,216.74,0.3,78.02,0.43,1.93
,,18.39,81.13,296.61,0.53,104.66,0.34,0.92
,,21.56,46.48,346.96,5.11,120.38,0.15,0.54
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,0,,0,,
,,, -   ,0,,0,,
114%,,35.1,-74.04,2.66,-0.63,17.03,,
148%,,21.64,41.15,4.79,-0.55,29.22,0.72,
196%,,16.16,34.1,7.73,1.85,45.7,0.56,1.68
196%,,15.45,47.65,7.16,2.09,45.27,-0.01,0.55
197%,,13.66,28.76,8.88,0.9,55.5,0.23,0.21
155%,153%,13.54,23.22,8.85,0.78,57.36,0.03,0.27
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
219%,295%,36.48,44.99,6.84,5,19.12,,
201%,193%,50.89,11.52,10.05,-9.92,26.9,0.41,
152%,121%,34.91,8.41,10.98,-9.83,27.87,0.04,0.46
178%,150%,75.54,13.66,39.23,0.24,51.22,0.84,0.9
45%,32%,258.43,-0.82,9.23,0.43,12.22,-0.76,-0.56
132%,114%,74.77,27.41,34.53,-0.54,40.15,2.29,-0.22
176%,145%,62.66,13.14,56.75,3.25,60.05,0.5,3.91
87%,83%,79.91,7.7,34.88,2.96,36.79,-0.39,-0.08
105%,83%,97.75,10.72,32.46,1.42,34.2,-0.07,-0.43
167%,97%,126.47,14.3,39.17,0.16,37.74,0.1,0.03
239%,62%,221.4,-18.54,24.27,-0.02,23.36,-0.38,-0.32
55%,20%,636.19,-0.6,8.44,0.26,6.77,-0.71,-0.82
,,280.5,-2.25,21.79,0.3,16,1.36,-0.32
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
249%,143%,52.94,18.94,27,0.96,89.42,,
241%,137%,50.09,18.74,33.48,1.89,109.27,0.22,
288%,114%,48.63,17.23,34.46,1.14,111.62,0.02,0.25
253%,94%,58.53,25.48,28.52,0.68,91.71,-0.18,-0.16
232%,75%,81.62,178.81,17.29,3.5,55.43,-0.4,-0.5
442%,130%,55.64,22.2,26.22,-2.69,83.49,0.51,-0.09
521%,140%,52.14,20.49,29.68,0.45,93.64,0.12,0.69
402%,109%,60.29,13.91,28.22,0.52,89.14,-0.05,0.07
218%,100%,59.68,11.27,30.5,1.01,96.34,0.08,0.03
231%,120%,36.85,19.27,41.15,0.91,144.16,0.5,0.62
239%,155%,34.38,47.46,48.92,0.78,173.22,0.2,0.8
229%,153%,48.54,25.34,43.8,0.27,164.97,-0.05,0.14
272%,181%,39.02,28.46,50.9,0.3,191.53,0.16,0.11
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
116%,132%,83.73,14.8,13.03,-2.26,39.51,,
143%,149%,111.31,18.77,16.16,-1.48,48.99,0.24,
186%,150%,87.15,15.83,19.25,-1.47,60.3,0.23,0.53
302%,150%,71.16,17.14,22.05,2.39,72.34,0.2,0.48
292%,89%,146.11,11.09,14.81,0.78,48.58,-0.33,-0.19
462%,82%,111.69,14.12,14.16,-0.28,46.45,-0.04,-0.36
134%,70%,126.9,15.3,11.29,0.28,37.02,-0.2,-0.24
157%,94%,109.59,20.05,18.53,0.18,44.3,0.2,-0.05
109%,103%,182.11,22.7,17.46,0.14,41.76,-0.06,0.13
98%,106%,231.56,35.09,13.81,1.17,32.98,-0.21,-0.26
,170%,142.63,54.92,16.42,-0.43,38.99,0.18,-0.07
120%,155%,176.55,23.16,13.44,-0.13,31.73,-0.19,-0.04
127%,162%,219.14,-22.32,13.68,-0.19,32.14,0.01,-0.18
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
193%,,3.11,35.93,1.68,0.72,21.74,,
167%,,3.71,33.58,2.19,2.58,26.86,0.24,
155%,,4.13,41.32,3.14,1.11,37.19,0.38,0.71
83%,,7.99,26.27,1.85,1.38,23.38,-0.37,-0.13
115%,,5.63,34.76,3.13,-130.07,39.63,0.7,0.07
228%,,2.77,55.81,8.34,7.78,103.81,1.62,3.44
122%,170%,5.24,24,5.62,6.96,71.05,-0.32,0.79
139%,185%,4.45,30.33,8.24,4.31,104.64,0.47,0.01
98%,122%,6.43,24.52,6.7,2.73,85.81,-0.18,0.21
116%,144%,5.36,29.03,8.71,-140.42,118.74,0.38,0.13
104%,122%,6.52,23.02,8.12,-4.56,115.8,-0.02,0.35
102%,116%,6.77,23.17,8.25,-5.53,124.64,0.08,0.05
112%,123%,5.86,26.74,9.41,-9.37,144.12,0.16,0.24
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
88%,111%,14.67,13.37,1.23,4.6,19.79,,
96%,118%,26.46,14.76,1.42,0.21,22.59,0.14,
89%,112%,39.43,16.3,4.27,0.12,22.33,-0.01,0.13
123%,98%,54.13,8.1,4.51,0.11,23.17,0.04,0.03
85%,71%,50.18,14.66,3.09,-6.15,16.27,-0.3,-0.27
113%,121%,52.67,53.27,8.78,0.24,23.44,0.44,0.01
111%,174%,46.95,23.82,8.27,0.26,27.39,0.17,0.68
101%,151%,51.01,17.38,7.79,-9.52,26.59,-0.03,0.13
115%,171%,36.1,22.46,10.24,-3.27,34.81,0.31,0.27
157%,233%,31.16,31.95,15.6,-7.39,53.68,0.54,1.02
158%,212%,25.71,26.47,17.72,3.47,62.2,0.16,0.79
143%,181%,39.01,27.67,19.66,0.2,60.6,-0.03,0.13
167%,238%,37.29,54.69,25.85,0.27,78.76,0.3,0.27
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
102%,114%,46.63,21.05,7.81,0.43,20.1,,
107%,104%,39.37,16.03,7.87,-1.12,21.64,0.08,
119%,112%,107.59,20.64,8.97,-0.39,26.21,0.21,0.3
123%,107%,135.17,21.35,9.16,0.46,27.75,0.06,0.28
85%,67%,112.15,10.42,5.83,0.29,18.19,-0.34,-0.31
99%,85%,47.9,15.84,7.43,-1.4,24.24,0.33,-0.13
94%,98%,30.43,17.91,8.6,-7.23,29.28,0.21,0.61
81%,97%,47.12,17.91,8.23,-81.11,29.37,0,0.21
103%,120%,27.96,17.8,10.54,10.49,39.52,0.35,0.35
133%,162%,22.56,24.2,15.16,2.3,59.05,0.49,1.01
135%,162%,20.94,23.82,17.05,4.96,70.97,0.2,0.8
149%,185%,16.42,30.59,20.61,-12.87,91.46,0.29,0.55
150%,185%,14.44,26.94,23.28,12.19,107.23,0.17,0.51
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
50%,93%, -   ,17.65,26.38,0.96,47.3,,
37%,75%, -   ,13.62,20.96,1.04,37.72,-0.2,
48%,86%, -   ,19.22,22.77,1.59,40.93,0.09,-0.13
32%,60%, -   ,12.63,13.39,0.95,25.13,-0.39,-0.33
15%,21%, -   ,-2.11,4.77,0.22,8.26,-0.67,-0.8
28%,36%, -   ,14.55,7.75,2.01,9.75,0.18,-0.61
49%,93%, -   ,23.3,11.69,-1.06,14.68,0.51,0.78
53%,78%, -   ,10.78,11.7,2.42,12.72,-0.13,0.3
95%,89%, -   ,9.16,13.41,0.67,15.2,0.19,0.04
123%,103%, -   ,10.41,17.99,0.63,21.03,0.38,0.65
127%,92%, -   ,12.28,16.79,0.5,20.38,-0.03,0.34
122%,82%, -   ,10,15.78,0.8,20.1,-0.01,-0.04
170%,105%, -   ,11.67,19.72,1.32,26.14,0.3,0.28
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
287%,126%,25.41,14.32,4.2,0.86,26.92,,
201%,98%,31.56,13.52,3.53,1.52,22.72,-0.16,
240%,90%,22.99,14.03,3.49,1.74,22.44,-0.01,-0.17
139%,70%,36.6,47.21,2.11,1.4,13.69,-0.39,-0.4
74%,43%,56.79,-14.15,1.14,-1.96,7.36,-0.46,-0.67
88%,160%,38.35,37.63,1.77,-1.37,11.29,0.53,-0.18
125%,152%,27.38,16.69,2.76,-2.12,17.86,0.58,1.43
143%,192%,20.88,14.58,3.98,-5.8,26.24,0.47,1.32
152%,144%,18.52,13.31,5.29,8.99,34.35,0.31,0.92
149%,135%,16.22,13.54,5.81,2.69,38.6,0.12,0.47
166%,140%,13.08,14.95,7.5,9.9,53.22,0.38,0.55
171%,143%,10.36,17.59,9.25,22.72,67.56,0.27,0.75
172%,130%,7.34,15.97,9.85,2.79,73.93,0.09,0.39
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
341%,246%,5.59,34.67,2.2,0.43,15.95,,
253%,142%,8.3,19.26,1.55,0.37,11.17,-0.3,
263%,144%,10.7,24.12,2.1,2.52,15.92,0.43,0
480%,224%,5.31,35.17,4.28,1.11,31.3,0.97,1.8
276%,162%,5.62,23.97,4.26,1.15,30.68,-0.02,0.93
184%,136%,5.71,22.57,5,2.13,32.73,0.07,0.05
135%,106%,8.4,19.32,4.74,0.96,29.75,-0.09,-0.03
104%,86%,9.4,18.17,3.89,1.06,25.07,-0.16,-0.23
89%,76%,10.82,15.39,3.25,2.9,22.32,-0.11,-0.25
108%,104%,9.19,24.67,4.24,14.13,30.1,0.35,0.2
119%,111%,9.58,23.24,4.51,-5.84,32.31,0.07,0.45
100%,94%,20.85,16.32,3.86,-3.84,28.07,-0.13,-0.07
125%,121%,8.72,28.06,4.85,6.8,35.64,0.27,0.1
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
195%,154%,64.71,24.23,4.61,-0.46,27.26,,
213%,197%,60.56,29.49,6.73,-1.17,38.63,0.42,
357%,170%,58.93,27.68,7.19,-0.25,40.83,0.06,0.5
241%,204%,39.25,24.87,12.92,-3.74,72.86,0.78,0.89
119%,98%,70.48,11.42,8.14,-3.81,44.87,-0.38,0.1
99%,83%,73.3,12.01,8.05,5.33,45.04,0,-0.38
155%,124%,53.18,33.46,11.69,2.64,66.26,0.47,0.48
107%,93%,76.38,14.78,8.49,2.58,50.25,-0.24,0.12
151%,109%,66.17,21.68,9.54,3.55,58.74,0.17,-0.11
189%,133%,42.44,19.78,12.95,5.1,80.29,0.37,0.6
165%,108%,54.94,18.95,9.01,1.75,60.63,-0.24,0.03
108%,82%,62.16,16.8,6.56,14.87,47.22,-0.22,-0.41
120%,121%,70.71,47.26,7.63,1.88,54.82,0.16,-0.1
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
52%,244%,77.17,56.32,1.53,-3.05,9.18,,
100%,388%,53.94,131.9,2.21,-2.16,13.19,0.44,
167%,268%,52.56,24.99,2.83,6.92,16.82,0.28,0.83
309%,243%,38.98,21.57,5.42,5.49,32.07,0.91,1.43
131%,73%,93.65,6.66,2.91,27.12,17.17,-0.46,0.02
206%,100%,46.27,12.45,5.2,3.93,31.51,0.84,-0.02
247%,104%,36.65,17.33,6.56,1.7,39.74,0.26,1.31
227%,82%,44.41,12.98,5.35,1.01,33.11,-0.17,0.05
238%,118%,32.51,17.23,7.07,1.59,48.93,0.48,0.23
306%,164%,19.77,23.12,10.81,2.8,78.83,0.61,1.38
156%,113%,24.6,15.91,8.04,9.01,59.83,-0.24,0.22
104%,81%,32.05,21.04,5.43,6.78,42.08,-0.3,-0.47
116%,116%,25.63,40.77,6.12,2.64,46.89,0.11,-0.22
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
257%,211%,67.89,11.29,1.79,6.02,12.08,,
192%,200%,49.61,18.33,2.05,-1.94,13.29,0.1,
215%,204%,37.49,23.06,2.93,-4.4,19.14,0.44,0.58
232%,271%,27.54,31.91,4.1,12.95,27.28,0.43,1.05
174%,144%,33.93,11.13,3.24,1.31,22.37,-0.18,0.17
179%,139%,25.44,17.87,4.04,0.96,27.88,0.25,0.02
222%,176%,24.12,33.86,5.71,38.52,39.95,0.43,0.79
204%,158%,21.38,16.87,6.01,1.84,43.02,0.08,0.54
260%,162%,19.4,19.51,8.06,0.64,58.52,0.36,0.46
321%,194%,26.33,34.94,10.03,1.24,75.46,0.29,0.75
219%,129%,33.5,24.9,7.6,3.71,57.03,-0.24,-0.03
134%,81%,37.14,10.69,5.23,-0.07,39.13,-0.31,-0.48
,114%,23.75,-688.88,7.38,-0.04,55.11,0.41,-0.03
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
128%,123%,454.48,20.04,47.79,0.8,14.63,,
125%,123%,362.72,23.12,55.45,0.93,17.57,0.2,
132%,120%,376.58,17.46,62.25,1.34,19.9,0.13,0.36
84%,71%,689.34,7.36,34.75,1.91,13.32,-0.33,-0.24
65%,43%,"1,160.20",-7.11,23.97,-0.57,9.17,-0.31,-0.54
82%,59%,737.89,12.38,31.48,-0.56,12.01,0.31,-0.1
96%,89%,610.4,15.08,41.19,1.95,15.68,0.31,0.71
105%,132%,492.17,41.57,46.56,14.98,19.54,0.25,0.63
152%,132%,296.28,9.4,65.94,-2.2,28.47,0.46,0.82
177%,136%,258.72,17.2,75.54,2.42,34.23,0.2,0.75
150%,95%,225.39,8.26,65.68,-5.28,32.22,-0.06,0.13
123%,89%,259.38,19.19,50.95,-2.26,27.25,-0.15,-0.2
112%,90%,262.63,18.59,52.43,4.64,28.26,0.04,-0.12
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
134%,120%,473.24,19.25,45.89,0.8,14.05,,
128%,120%,382.53,21.92,52.57,0.93,16.66,0.19,
132%,114%,406.84,16.16,57.62,1.34,18.42,0.11,0.31
88%,66%,703.06,7.22,34.07,1.91,13.06,-0.29,-0.22
61%,35%,"1,345.01",-6.13,20.68,-0.57,7.91,-0.39,-0.57
77%,49%,852.94,10.71,27.23,-0.56,10.39,0.31,-0.2
102%,85%,622.71,14.78,40.37,1.95,15.37,0.48,0.94
111%,127%,496.75,41.19,46.14,14.98,19.36,0.26,0.86
161%,127%,298.06,9.34,65.55,-2.2,28.3,0.46,0.84
194%,146%,251.95,17.66,77.57,2.42,35.15,0.24,0.82
160%,100%,223.1,8.35,66.35,-5.28,32.55,-0.07,0.15
128%,91%,261.29,19.05,50.58,-2.26,27.05,-0.17,-0.23
117%,92%,261.71,18.66,52.62,4.64,28.36,0.05,-0.13
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
198%,202%, -   ,36.63,2.69,0.14,51.65,,
250%,201%, -   ,31.26,3.3,1.17,60.65,0.17,
363%,257%, -   ,44.27,4.7,-0.12,85,0.4,0.65
547%,180%,1.78,23.81,4.82,-0.26,82.15,-0.03,0.35
1712%,130%,2.21,28.35,3.66,-0.78,62.08,-0.24,-0.27
330%,140%,2.39,41.55,4.15,1.07,67.72,0.09,-0.18
202%,162%,2,39.36,4.8,5.19,77.93,0.15,0.26
236%,177%,1.78,39.8,5.77,0.49,90.75,0.16,0.34
343%,200%,1.75,44.26,6.74,0.21,104.02,0.15,0.33
,190%,2.18,41.22,6.76,-0.06,101.41,-0.03,0.12
,239%,1.65,55.38,9.16,-0.09,133.46,0.32,0.28
,239%,1.56,48.22,10.15,-0.22,146.1,0.09,0.44
,204%,1.93,38.31,10.12,-0.35,140.98,-0.04,0.06
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,,, -   ,0,-1.13,0,,
,,, -   ,0,-1.18,0,,
,,1.75,426.29,2.16,-1.15,29.84,,
,,0.7,131.6,20.99,-0.46,267.14,7.95,
,,2.77,32.54,11.19,-0.26,137.96,-0.48,3.62
,190%,2.92,17.98,11.54,0.22,135.4,-0.02,-0.49
,144%,3.61,16.95,11.17,0.25,130.14,-0.04,-0.06
,31%,28.84,-73.39,2.92,-0.13,33.76,-0.74,-0.75
161%,25%,35.69,-27.8,2.69,-0.21,30.86,-0.09,-0.76
148%,71%,29.06,14.89,5.44,-0.32,54.64,0.77,0.62
114%,67%,22.43,11.44,4.47,-2.68,44.6,-0.18,0.45
149%,104%,14.56,12.29,6.72,0.47,65.99,0.48,0.21
76%,50%,45.99,6.24,3.18,-0.41,30.6,-0.54,-0.31
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
193%,131%,130.29,18.19,2.1,1.2,7.64,,
242%,160%,103.85,27.17,2.78,0.22,10.19,0.33,
434%,147%,82.63,14.85,3.94,-0.07,14.63,0.44,0.91
239%,192%,68.48,23.81,6.96,0.75,26.91,0.84,1.64
114%,69%,164.71,8.58,2.98,-1.71,11.92,-0.56,-0.19
156%,138%,59.51,20.08,7.04,33.67,28.92,1.43,0.07
302%,182%,33.63,29.06,10.65,0.78,44.46,0.54,2.73
280%,198%,42.75,31.85,12.42,1.07,52.23,0.17,0.81
500%,143%,46.01,24.06,10.15,-0.16,42.83,-0.18,-0.04
182%,154%,50.08,24.86,12.31,0.06,52.21,0.22,0
144%,117%,59.43,15.88,10.84,4.41,46.84,-0.1,0.09
74%,73%,79.47,17.06,6.58,-4.19,29.01,-0.38,-0.44
87%,101%,48.44,70.79,7.67,-3.35,33.98,0.17,-0.27
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
102%,189%,30.28,59.96,4.68,-2.11,13.79,,
108%,139%,52.47,20.38,4.01,-1.41,12.23,-0.11,
110%,128%,29.62,13.56,4.63,-2.12,14.37,0.17,0.04
106%,100%,35.03,19.58,4.17,1.57,12.73,-0.11,0.04
77%,72%,43.8,15.33,2.72,1.52,8.74,-0.31,-0.39
73%,73%,50.28,20.55,2.44,-3.16,7.81,-0.11,-0.39
97%,115%,147.93,42.3,9.67,0.16,9.73,0.25,0.11
61%,92%,229.75,34.33,5.12,0.19,5.15,-0.47,-0.34
61%,110%,362.97,32.92,4.27,-1.59,4.28,-0.17,-0.56
74%,165%,279.91,42.27,4.65,-1.58,4.65,0.09,-0.1
120%,276%,226.7,51.31,6.69,1.14,6.67,0.43,0.56
93%,217%,405.35,-16.1,5.46,0.19,4.67,-0.3,0
118%,158%,652.03,-6.87,4.33,0.11,3.69,-0.21,-0.45
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,,,-,,
,,,,0,,0,,
,,,,0,,0,,
,,,,0,0.44,0,,
,,, -   ,0,-35.24,0,,
110%,120%,24.46,16.41,19.35,-90.59,55.97,,
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
120%,122%,102.83,17.18,21.03,0.89,52.3,,
110%,117%,124.67,15.8,22.83,8.61,57.03,0.09,
117%,129%,105.23,16.3,30.17,2.91,74.35,0.3,0.42
118%,129%,102.98,17.52,35.95,1.77,88.99,0.2,0.56
71%,75%,179.89,9.33,22.45,1.99,57.59,-0.35,-0.23
77%,80%,152.13,11.05,26.29,1.58,68.17,0.18,-0.23
80%,78%,157.51,10.42,26.4,3.26,70.96,0.04,0.23
77%,73%,167.82,9.67,23.67,2.97,66.41,-0.06,-0.03
85%,75%,167.75,-73.69,24.69,11.86,69.27,0.04,-0.02
113%,106%,128.3,14.33,33.77,-2.42,95.55,0.38,0.44
149%,144%,99.92,18.55,45.71,-3.67,137.62,0.44,0.99
139%,133%,90.6,15.13,42.99,-6.69,137.36,0,0.44
209%,149%,69.11,18.4,52.4,4.93,172.08,0.25,0.25
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
117%,119%,"5,483.21",22.26,386.9,0.27,36.5,,
99%,108%,"5,847.93",22.32,365.34,0.6,35.05,-0.04,
101%,110%,"5,860.36",18.61,382.42,-0.98,37.21,0.06,0.02
97%,102%,"6,615.57",17.08,370.24,0.9,37.07,0,0.06
41%,47%,"13,517.04",9.42,161.28,1.02,16.2,-0.56,-0.56
41%,51%,"13,323.33",14.98,161.33,-2.39,15.13,-0.07,-0.59
52%,73%,"10,547.13",17.25,194.16,-1.31,18.29,0.21,0.13
62%,82%,"12,204.41",14.56,189.36,-0.69,17.91,-0.02,0.18
77%,99%,"8,642.88",16.27,218.41,-1.17,20.99,0.17,0.15
114%,132%,"5,965.75",22.07,282.01,-5.37,28.03,0.34,0.57
102%,114%,"4,449.62",16.85,254.15,0.99,25.27,-0.1,0.2
128%,141%,"3,403.85",-51.07,292.16,-0.76,31.15,0.23,0.11
151%,150%,"2,699.30",28.07,258.25,-0.13,31.44,0.01,0.24
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,171%, -   ,23.04,6.54,-0.54,27.88,,
100%,258%, -   ,113.22,8.67,-0.58,36.23,0.3,
168%,357%, -   ,167.79,9.75,14.62,40.27,0.11,0.44
132%,264%,53.17,26.91,7.75,-0.18,31.75,-0.21,-0.12
6%,11%,"1,554.70",49.5,0.27,-0.57,0.99,-0.97,-0.98
39%,97%,126.03,-2.17,2.78,1.57,8.91,8,-0.72
68%,2024%,128.46,,14.17,-0.53,15.04,0.69,14.19
89%,,149.3,-39.43,13.65,0.69,14.59,-0.03,0.64
456%,,76.68,-38.17,18.64,0.05,19.85,0.36,0.32
461%,281%,81.4,64.74,18.29,-0.09,20.07,0.01,0.38
1379%,,38.73,40.77,24.89,0.15,28.13,0.4,0.42
,177%,42.73,19.03,24.01,0.29,27.21,-0.03,0.36
1737%,128%,32.67,19.71,22.53,-0.07,25.43,-0.07,-0.1
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
,,28.97,35.28,15.71,1.74,8.75,,
,,35.4,30.56,24.16,3.99,13.14,0.5,
,,47.09,-24.97,29.94,1.28,16.23,0.24,0.85
,,32,27.39,42.75,1.18,23.01,0.42,0.75
147%,136%,47.75,24.83,46.53,3.13,25.57,0.11,0.58
113%,107%,86.49,15.35,38.94,2.93,21.64,-0.15,-0.06
88%,82%,136.03,10.92,29.06,2.47,18.12,-0.16,-0.29
87%,89%,122.85,11.56,30.83,-7.12,20.47,0.13,-0.05
133%,136%,116.25,22.4,55.8,1.12,36.73,0.79,1.03
257%,260%,84.23,41.49,115.23,1.01,75.1,1.04,2.67
188%,182%,61.12,12.82,141.3,4.9,94.26,0.26,1.57
116%,115%,97.74,8.5,143.89,2.64,101.19,0.07,0.35
65%,66%,146.78,7,99.39,3.39,75.44,-0.25,-0.2
Overvaluation (FCF),Overvaluation (Earnings),FCF/PRICE,P/E,Market cap,ROIC,Price,Outcome short,Outcome long
107%,100%,169.05,16.07,18.27,-4.04,24.75,,
98%,100%,236.53,17.9,18.48,-1.01,25.95,0.05,
105%,109%,190.89,19.26,20.22,-2.98,30.62,0.18,0.24
104%,106%,153.68,17.04,21.33,1.78,31.6,0.03,0.22
84%,84%,140.91,13.47,16.79,2.36,25.59,-0.19,-0.16
109%,109%,105.81,15.9,23.38,-13.92,35.62,0.39,0.13
131%,109%,92.01,14.73,25.64,4.2,39.77,0.12,0.55
115%,99%,100.4,16.29,24.82,1.17,38.28,-0.04,0.07
123%,114%,112.44,16.87,30.17,2.21,47.08,0.23,0.18
129%,126%,98.73,19.41,33.63,81.67,54.93,0.17,0.43
122%,132%,87.09,28.5,33.62,-401.33,56.15,0.02,0.19
124%,143%,79.88,22.66,37.47,-6.09,62.78,0.12,0.14
